task_id,task_text,candidate_rank,iscoGroup,isco_title,similarity,task_best_similarity,task_best_target,gap_1_2,is_best
1,Resolve customer complaints regarding sales and service..,1,1221,Sales and Marketing Managers,0.7854663133621216,0.7854663133621216,1221,0.05358678102493286,True
10,Represent company at trade association meetings to promote products..,1,1221,Sales and Marketing Managers,0.8096238374710083,0.8096238374710083,1221,0.08130782842636108,True
100,Coordinate recruitment and placement of training program participants..,1,2424,Training and Staff Development Professionals,0.8471072912216187,0.8471072912216187,2424,0.1438065767288208,True
1000,Prepare personnel forecast to project employment needs..,1,1212,Human Resource Managers,0.7902551293373108,0.7902551293373108,1212,0.13409662246704102,True
10000,"Examine car roofs for wear and damage, and repair defective sections, using roofing material, cement, nails, and waterproof paint..",1,7231,Motor Vehicle Mechanics and Repairers,0.672874391078949,0.672874391078949,7231,0.00884026288986206,True
10001,"Paint car exteriors, interiors, and fixtures..",1,7132,Spray Painters and Varnishers,0.6463388800621033,0.6463388800621033,7132,0.02331244945526123,True
10002,Repair car upholstery..,1,7231,Motor Vehicle Mechanics and Repairers,0.6567507982254028,0.6567507982254028,7231,0.006993770599365234,True
10003,"Repair window sash frames, attach weather stripping and channels to frames, and replace window glass, using hand tools..",1,7231,Motor Vehicle Mechanics and Repairers,0.6607465744018555,0.6607465744018555,7231,0.0022675395011901855,True
10004,Examine or test operation of parts or systems to ensure completeness of repairs..,1,7231,Motor Vehicle Mechanics and Repairers,0.7299216985702515,0.7299216985702515,7231,0.03324776887893677,True
10005,"Repair plumbing or propane gas lines, using caulking compounds and plastic or copper pipe..",1,5245,Service Station Attendants,0.6730130910873413,0.6730130910873413,5245,0.027210235595703125,True
10006,"Inspect recreational vehicles to diagnose problems and perform necessary adjustment, repair, or overhaul..",1,7231,Motor Vehicle Mechanics and Repairers,0.6782495379447937,0.6782495379447937,7231,0.0063478946685791016,True
10007,"Locate and repair frayed wiring, broken connections, or incorrect wiring, using ohmmeters, soldering irons, tape, or hand tools..",1,7231,Motor Vehicle Mechanics and Repairers,0.6490917801856995,0.6490917801856995,7231,0.035243213176727295,True
10008,"Confer with customers, read work orders, or examine vehicles needing repair to determine the nature and extent of damage..",1,7231,Motor Vehicle Mechanics and Repairers,0.6821446418762207,0.6821446418762207,7231,0.0022208690643310547,True
10009,"List parts needed, estimate costs, and plan work procedures, using parts lists, technical manuals, or diagrams..",1,7231,Motor Vehicle Mechanics and Repairers,0.6720648407936096,0.6720648407936096,7231,0.015617072582244873,True
1001,Prepare and follow budgets for personnel operations..,1,1212,Human Resource Managers,0.8158266544342041,0.8158266544342041,1212,0.14654934406280518,True
10010,Connect electrical systems to outside power sources and activate switches to test the operation of appliances or light fixtures..,1,5245,Service Station Attendants,0.6564666032791138,0.6564666032791138,5245,0.0018570423126220703,True
10011,Connect water hoses to inlet pipes of plumbing systems and test operation of toilets or sinks..,1,5245,Service Station Attendants,0.6865352392196655,0.6865352392196655,5245,0.038755178451538086,True
10012,Remove damaged exterior panels and repair and replace structural frame members..,1,8322,"Car, Taxi and Van Drivers",0.6566923260688782,0.6566923260688782,8322,0.005147755146026611,True
10013,"Open and close doors, windows, or drawers to test their operation, trimming edges to fit, as necessary..",1,7231,Motor Vehicle Mechanics and Repairers,0.637944757938385,0.637944757938385,7231,0.002015531063079834,True
10014,"Repair leaks with caulking compound or replace pipes, using pipe wrenches..",1,7231,Motor Vehicle Mechanics and Repairers,0.63822340965271,0.63822340965271,7231,0.009259700775146484,True
10015,"Refinish wood surfaces on cabinets, doors, moldings, or floors, using power sanders, putty, spray equipment, brushes, paints, or varnishes..",1,5245,Service Station Attendants,0.667786717414856,0.667786717414856,5245,0.023256301879882812,True
10016,"Reset hardware, using chisels, mallets, and screwdrivers..",1,7231,Motor Vehicle Mechanics and Repairers,0.6452560424804688,0.6452560424804688,7231,0.036126017570495605,True
10017,"Seal open sides of modular units to prepare them for shipment, using polyethylene sheets, nails, and hammers..",1,5245,Service Station Attendants,0.6379117965698242,0.6379117965698242,5245,0.011149823665618896,True
10018,"Inspect or test wiring installations, assemblies, or circuits for resistance factors or for operation and record results..",1,8212,Electrical and Electronic Equipment Assemblers,0.8721057176589966,0.8721057176589966,8212,0.06872516870498657,True
10019,"Assemble electrical or electronic systems or support structures and install components, units, subassemblies, wiring, or assembly casings, using rivets, bolts, soldering or micro-welding equipment..",1,8212,Electrical and Electronic Equipment Assemblers,0.9026481509208679,0.9026481509208679,8212,0.08458060026168823,True
1002,"Develop, administer and evaluate applicant tests..",1,1212,Human Resource Managers,0.8113489151000977,0.8113489151000977,1212,0.1464809775352478,True
10020,"Adjust, repair, or replace electrical or electronic component parts to correct defects and to ensure conformance to specifications..",1,8212,Electrical and Electronic Equipment Assemblers,0.8973724842071533,0.8973724842071533,8212,0.05469411611557007,True
