task_id,task_text,candidate_rank,iscoGroup,isco_title,similarity,task_best_similarity,task_best_target,gap_1_2,is_best
0002e3a6f37de576,"Collect payment for merchandise, record transactions, and send items such as checks or money orders for further processing..",1,5230,Cashiers and Ticket Clerks,0.7026850581169128,0.7026850581169128,5230,0.0062209367752075195,True
0003e7247a30893b,"Position and secure steel bars, rods, cables, or mesh in concrete forms, using fasteners, rod-bending machines, blowtorches, and hand tools..",1,7214,Structural Metal Preparers and Erectors,0.6671942472457886,0.6671942472457886,7214,0.06333643198013306,True
000c962e3279ec5f,"Research equipment and component needs, sources, competitive prices, delivery times and ongoing operational costs..",1,3114,Electronics Engineering Technicians,0.800224781036377,0.800224781036377,3114,0.016713380813598633,True
000ced878685ef41,Provide background information on organizations with which interviews are scheduled..,1,4227,Survey and Market Research Interviewers,0.6349387168884277,0.6349387168884277,4227,0.010316669940948486,True
000d0e4aa1b8b343,Align pads and keys on reed or wind instruments..,1,7312,Musical Instrument Makers and Tuners,0.8481903076171875,0.8481903076171875,7312,0.23848259449005127,True
000f77f84bbca5ed,"Prescribe, direct, and administer psychotherapeutic treatments or medications to treat mental, emotional, or behavioral disorders..",1,2634,Psychologists,0.6415229439735413,0.6415229439735413,2634,0.048884689807891846,True
00182e76e9769304,"Remove lenses from molds, and separate lenses in containers for further processing or storage..",1,3254,Dispensing Opticians,0.7314817309379578,0.7314817309379578,3254,0.014365851879119873,True
0018346ef170ef37,Write grant proposals to procure external research funding..,1,2132,"Farming, Forestry and Fisheries Advisers",0.60221266746521,0.60221266746521,2132,0.030559539794921875,True
0021722da09bdcf2,Evaluate or recommend server hardware or software..,1,3514,Web Technicians,0.7645998597145081,0.7645998597145081,3514,0.032949745655059814,True
002216af10a4abaa,"Position and glue decorative pieces in cutout sections of workpieces, following patterns..",1,7131,Painters and Related Workers,0.7508989572525024,0.7508989572525024,7131,0.06462669372558594,True
002246b58be3821d,"Store, retrieve, and manipulate data for analysis of system capabilities and requirements..",1,2152,Electronics Engineers,0.7191457152366638,0.7191457152366638,2152,0.03389495611190796,True
