task_id,task_text,candidate_rank,iscoGroup,isco_title,similarity,task_best_similarity,task_best_target,gap_1_2,is_best
000141c6f3a43a0b,"Teach students personal development skills such as goal setting, independence, and self-advocacy..",1,2352,Special Needs Teachers,0.8370392918586731,0.8370392918586731,2352,0.0796549916267395,True
000289e2028e8208,"Blend and test paint, inks, stains, and solvents according to types of material being printed and work order specifications..",1,7322,Printers,0.7544587850570679,0.7544587850570679,7322,0.08020669221878052,True
00054eec79efbf72,"Test conditions, fluid levels, and specific gravities of electrolyte cells, using voltmeters, hydrometers, and thermometers..",1,7412,Electrical Mechanics and Fitters,0.6153566241264343,0.6153566241264343,7412,0.08162146806716919,True
0007d62337bd7bae,Report maintenance problems occurring at project site to supervisor and negotiate changes to resolve system conflicts..,1,3112,Civil Engineering Technicians,0.7968190312385559,0.7968190312385559,3112,0.07168066501617432,True
000a44706ab0b26c,"Enter and retrieve information pertaining to vehicle registration, identification, and status, using handheld computers..",1,9629,Elementary Workers Not Elsewhere Classified,0.6784708499908447,0.6784708499908447,9629,0.02677738666534424,True
000c0b6d7c8f4a90,Prepare and attach packing instructions to shipping containers..,1,2114,Geologists and geophysicists,0.6970168352127075,0.6970168352127075,2114,0.02868795394897461,True
001222cdbf30f140,"Plan and conduct programs to combat social problems, prevent substance abuse, or improve community health and counseling services..",1,2635,Social Work and Counselling Professionals,0.7806275486946106,0.7806275486946106,2635,0.005804955959320068,True
00145ebe3de11f70,"Provide photographs, sketches, and/or expert testimony on identification for criminal trials..",1,2651,Visual Artists,0.6615835428237915,0.6615835428237915,2651,0.10507166385650635,True
001744eb6500e994,"Perform clerical and administrative duties such as keeping records, paying bills, and hiring and supervising personnel..",1,5141,Hairdressers,0.6848887205123901,0.6848887205123901,5141,0.052231788635253906,True
001c046154c441c6,Cleanse and tone the skin in order to prepare it for makeup application..,1,5142,Beauticians and Related Workers,0.6551387906074524,0.6551387906074524,5142,0.049596548080444336,True
0022b298ebc58c2a,"Participate in student recruitment, selection, and admission, making admissions recommendations when required to do so..",1,1345,Education Managers,0.7636438608169556,0.7636438608169556,1345,0.07298523187637329,True
00253111c772defb,Monitor painting operations in order to identify flaws such as blisters and streaks so that their causes can be corrected..,1,7131,Painters and Related Workers,0.6924424171447754,0.6924424171447754,7131,0.003452599048614502,True
0029001c98a5ce5c,"Monitor inventory levels, and requisition or purchase supplies as needed..",1,3341,Office Supervisors,0.7525972723960876,0.7525972723960876,3341,0.036112844944000244,True
002a73ee108e3c45,"Coordinate the removal of sets, props, and exhibits after productions or events are complete..",1,3432,Interior Designers and Decorators,0.6756202578544617,0.6756202578544617,3432,0.018877923488616943,True
003b6057c587d771,"Study feed, weight, health, genetic, or milk production records in order to determine feed formulas and rations and breeding schedules..",1,6121,Livestock and Dairy Producers,0.7290526032447815,0.7290526032447815,6121,0.02480679750442505,True
003f697b33da7a61,"Prepare necessary criteria, procedures, reports, and plans for successful conduct of the project with consideration given to site preparation, facility validation, installation, quality assurance and testing..",1,2152,Electronics Engineers,0.7942347526550293,0.7942347526550293,2152,0.028208434581756592,True
0048854368eb68e2,"Monitor workers to ensure that safety regulations are followed, warning or disciplining those who violate safety regulations..",1,3121,Mining Supervisors,0.6712871789932251,0.6712871789932251,3121,0.005605518817901611,True
00496f9966f60475,"Test physical properties of products with testing devices such as acid-bath testers, burst testers, and impact testers..",1,7223,Metal Working Machine Tool Setters and  Operators,0.7600768804550171,0.7600768804550171,7223,0.02614063024520874,True
004d7165210dce1b,Collaborate with music librarians to ensure availability of scores..,1,2652,"Musicians, Singers and Composers",0.6743372678756714,0.6743372678756714,2652,0.1227368712425232,True
0056fd2ef4018ec0,Provide performers with makeup removal assistance after performances have been completed..,1,2659,Creative and Performing Artists Not Elsewhere Classified,0.6455996036529541,0.6455996036529541,2659,0.0008980035781860352,True
0063b65e485dcbb2,"Consult with and advise physicians, educators, researchers, and others regarding medical applications of physics, biology, and chemistry..",1,2212,Specialist Medical Practitioners,0.6478380560874939,0.6478380560874939,2212,0.034892380237579346,True
0068d3598ab6c97e,"Spread mortar on stopper heads and rods, using trowels, and slide brick sleeves over rods to form refractory jackets..",1,7112,Bricklayers and Related Workers,0.6513798236846924,0.6513798236846924,7112,0.1241459846496582,True
006bc26bce8dbd51,Write instruction sheets and cutter lists for a machine's controller in order to guide setup and encode numerical control tapes..,1,2514,Applications Programmers,0.5795388221740723,0.5795388221740723,2514,0.029275715351104736,True
006cfd89cfe19372,"Spray fertilizer or pesticide solutions to control insects, fungus and weed growth, and diseases, using hand sprayers..",1,6111,Field Crop and Vegetable Growers,0.7887282967567444,0.7887282967567444,6111,0.017302274703979492,True
0078207762cddc73,"Consult with managers and other personnel to resolve problems in areas such as equipment performance, output quality, and work schedules..",1,3341,Office Supervisors,0.7679518461227417,0.7679518461227417,3341,0.045028865337371826,True
007a36affd330adc,Confer with customers to determine project requirements and to provide cost estimates..,1,7125,Glaziers,0.5634236335754395,0.5634236335754395,7125,0.05600947141647339,True
007da54f7b19b8e2,"Recommend measures to help protect workers from potentially hazardous work methods, processes, or materials..",1,2263,Environmental and Occupational Health and Hygiene Professionals,0.8147887587547302,0.8147887587547302,2263,0.10917216539382935,True
0084466c3b5408e7,"Develop pest management and control measures, and conduct risk assessments related to pest exclusion using scientific methods..",1,2131,"Biologists, Botanists, Zoologists and Related Professionals",0.8229134678840637,0.8229134678840637,2131,0.20222073793411255,True
008a4f04262edc31,"Inform customers about foreign currency regulations, and compute transaction fees for currency exchanges..",1,4211,Bank Tellers and Related Clerks,0.716938316822052,0.716938316822052,4211,0.1087297797203064,True
008cde3d56919191,Ensure that repaired sewer line joints are tightly sealed before backfilling begins..,1,7126,Plumbers and Pipe Fitters,0.6311185359954834,0.6311185359954834,7126,0.07312947511672974,True
008e449443d23882,"Swear out warrants, and arrest and process suspected arsonists..",1,5411,Fire Fighters,0.7883099913597107,0.7883099913597107,5411,0.17341631650924683,True
0091d1198b9c4280,"Select, align, and bolt positioning fixtures, stops and specified dies to rams and anvils, forging rolls, or presses and hammers..",1,7221,"Blacksmiths, Hammersmiths and Forging Press Workers",0.8422272205352783,0.8422272205352783,7221,0.05916416645050049,True
00925d5097e5b4af,Maintain inventory of spare parts..,1,7421,Electronics Mechanics and Servicers,0.7747302055358887,0.7747302055358887,7421,0.008758902549743652,True
