task_id,task_text,candidate_rank,iscoGroup,isco_title,similarity,task_best_similarity,task_best_target,gap_1_2,is_best
1,Resolve customer complaints regarding sales and service..,1,2434,Information and Communications Technology Sales Professionals,0.7779241800308228,0.7779241800308228,2434,0.002718985080718994,True
10,Represent company at trade association meetings to promote products..,1,1221,Sales and Marketing Managers,0.7722638845443726,0.7722638845443726,1221,0.05214047431945801,True
100,Coordinate recruitment and placement of training program participants..,1,2424,Training and Staff Development Professionals,0.7976728081703186,0.7976728081703186,2424,0.07013636827468872,True
1000,Prepare personnel forecast to project employment needs..,1,4416,Personnel Clerks,0.7639331221580505,0.7639331221580505,4416,0.013226330280303955,True
10000,"Examine car roofs for wear and damage, and repair defective sections, using roofing material, cement, nails, and waterproof paint..",1,7231,Motor Vehicle Mechanics and Repairers,0.7625175714492798,0.7625175714492798,7231,0.048545122146606445,True
10001,"Paint car exteriors, interiors, and fixtures..",1,7132,Spray Painters and Varnishers,0.8069179654121399,0.8069179654121399,7132,0.08526378870010376,True
10002,Repair car upholstery..,1,7231,Motor Vehicle Mechanics and Repairers,0.7423457503318787,0.7423457503318787,7231,0.008901536464691162,True
10003,"Repair window sash frames, attach weather stripping and channels to frames, and replace window glass, using hand tools..",1,9622,Odd Job Persons,0.742159366607666,0.742159366607666,9622,0.050899386405944824,True
10004,Examine or test operation of parts or systems to ensure completeness of repairs..,1,7231,Motor Vehicle Mechanics and Repairers,0.7831177115440369,0.7831177115440369,7231,0.005998432636260986,True
10005,"Repair plumbing or propane gas lines, using caulking compounds and plastic or copper pipe..",1,7126,Plumbers and Pipe Fitters,0.6797425150871277,0.6797425150871277,7126,0.04157024621963501,True
10006,"Inspect recreational vehicles to diagnose problems and perform necessary adjustment, repair, or overhaul..",1,7231,Motor Vehicle Mechanics and Repairers,0.7687281966209412,0.7687281966209412,7231,0.061584532260894775,True
10007,"Locate and repair frayed wiring, broken connections, or incorrect wiring, using ohmmeters, soldering irons, tape, or hand tools..",1,7412,Electrical Mechanics and Fitters,0.6884779930114746,0.6884779930114746,7412,0.027435898780822754,True
10008,"Confer with customers, read work orders, or examine vehicles needing repair to determine the nature and extent of damage..",1,7231,Motor Vehicle Mechanics and Repairers,0.7580330967903137,0.7580330967903137,7231,0.0478365421295166,True
10009,"List parts needed, estimate costs, and plan work procedures, using parts lists, technical manuals, or diagrams..",1,3115,Mechanical Engineering Technicians,0.7725611925125122,0.7725611925125122,3115,0.050086259841918945,True
1001,Prepare and follow budgets for personnel operations..,1,1212,Human Resource Managers,0.7958388924598694,0.7958388924598694,1212,0.04386770725250244,True
10010,"Connect electrical systems to outside power sources, and activate switches to test the operation of appliances or light fixtures..",1,7412,Electrical Mechanics and Fitters,0.7941785454750061,0.7941785454750061,7412,0.021517276763916016,True
10011,"Connect water hoses to inlet pipes of plumbing systems, and test operation of toilets or sinks..",1,7126,Plumbers and Pipe Fitters,0.7911007404327393,0.7911007404327393,7126,0.09000927209854126,True
10012,"Remove damaged exterior panels, and repair and replace structural frame members..",1,9622,Odd Job Persons,0.7071524858474731,0.7071524858474731,9622,0.006755053997039795,True
10013,"Open and close doors, windows, or drawers to test their operation, trimming edges to fit, as necessary..",1,3115,Mechanical Engineering Technicians,0.6857579350471497,0.6857579350471497,3115,0.01758521795272827,True
