task_id,task_text,candidate_rank,iscoGroup,isco_title,similarity,task_best_similarity,task_best_target,gap_1_2,is_best
000141c6f3a43a0b,"Teach students personal development skills such as goal setting, independence, and self-advocacy..",1,2352,Special Needs Teachers,0.8235021233558655,0.8235021233558655,2352,0.0483858585357666,True
000289e2028e8208,"Blend and test paint, inks, stains, and solvents according to types of material being printed and work order specifications..",1,7322,Printers,0.8050726652145386,0.8050726652145386,7322,0.06781524419784546,True
0007d62337bd7bae,Report maintenance problems occurring at project site to supervisor and negotiate changes to resolve system conflicts..,1,3112,Civil Engineering Technicians,0.7014344930648804,0.7014344930648804,3112,0.034207165241241455,True
000a44706ab0b26c,"Enter and retrieve information pertaining to vehicle registration, identification, and status, using handheld computers..",1,8322,"Car, Taxi and Van Drivers",0.6272212266921997,0.6272212266921997,8322,0.039492011070251465,True
000c0b6d7c8f4a90,Prepare and attach packing instructions to shipping containers..,1,9333,Freight Handlers,0.6760846972465515,0.6760846972465515,9333,0.04622304439544678,True
001222cdbf30f140,"Plan and conduct programs to combat social problems, prevent substance abuse, or improve community health and counseling services..",1,2635,Social Work and Counselling Professionals,0.7878103852272034,0.7878103852272034,2635,0.01131373643875122,True
00145ebe3de11f70,"Provide photographs, sketches, and/or expert testimony on identification for criminal trials..",1,2651,Visual Artists,0.5451932549476624,0.5451932549476624,2651,0.05339217185974121,True
001744eb6500e994,"Perform clerical and administrative duties such as keeping records, paying bills, and hiring and supervising personnel..",1,5152,Domestic Housekeepers,0.6613558530807495,0.6613558530807495,5152,0.008465230464935303,True
001c046154c441c6,Cleanse and tone the skin in order to prepare it for makeup application..,1,5142,Beauticians and Related Workers,0.6593456268310547,0.6593456268310547,5142,0.12196290493011475,True
0022b298ebc58c2a,"Participate in student recruitment, selection, and admission, making admissions recommendations when required to do so..",1,1345,Education Managers,0.6917712688446045,0.6917712688446045,1345,0.05439180135726929,True
00253111c772defb,Monitor painting operations in order to identify flaws such as blisters and streaks so that their causes can be corrected..,1,7131,Painters and Related Workers,0.7572547197341919,0.7572547197341919,7131,0.015656590461730957,True
0029001c98a5ce5c,"Monitor inventory levels, and requisition or purchase supplies as needed..",1,5222,Shop Supervisors,0.7811614274978638,0.7811614274978638,5222,0.04964703321456909,True
002a73ee108e3c45,"Coordinate the removal of sets, props, and exhibits after productions or events are complete..",1,3432,Interior Designers and Decorators,0.6787663102149963,0.6787663102149963,3432,0.0016266703605651855,True
0032320133e6f46d,Serves warrants and makes arrests to return persons sought in connection with crimes or for non-payment of child support..,1,3355,Police Inspectors and Detectives,0.5957844257354736,0.5957844257354736,3355,0.003746509552001953,True
00345e86baaac7f6,"Completes reports to document information acquired during criminal and child support cases, and actions taken..",1,3411,Legal and Related Associate Professionals,0.6717391610145569,0.6717391610145569,3411,0.036839067935943604,True
0036e0a288a9601c,"Selects type from type case and sets it in compositional sequence, reading from copy..",1,4131,Typists and Word Processing Operators,0.46526020765304565,0.46526020765304565,4131,0.04134282469749451,True
0048854368eb68e2,"Monitor workers to ensure that safety regulations are followed, warning or disciplining those who violate safety regulations..",1,3341,Office Supervisors,0.7137181162834167,0.7137181162834167,3341,0.03167837858200073,True
