task_id,task_text,candidate_rank,iscoGroup,isco_title,similarity,task_best_similarity,task_best_target,gap_1_2,is_best
1,Resolve customer complaints regarding sales and service..,1,2433,Technical and Medical Sales Professionals (excluding ICT),0.7615761756896973,0.7615761756896973,2433,0.00038039684295654297,True
10,Represent company at trade association meetings to promote products..,1,1221,Sales and Marketing Managers,0.7237665057182312,0.7237665057182312,1221,0.033736348152160645,True
100,Coordinate recruitment and placement of training program participants..,1,2424,Training and Staff Development Professionals,0.7914336919784546,0.7914336919784546,2424,0.10014671087265015,True
1000,Prepare personnel forecast to project employment needs..,1,4416,Personnel Clerks,0.75502610206604,0.75502610206604,4416,0.011750936508178711,True
10000,"Examine car roofs for wear and damage, and repair defective sections, using roofing material, cement, nails, and waterproof paint..",1,7231,Motor Vehicle Mechanics and Repairers,0.7020752429962158,0.7020752429962158,7231,0.021264970302581787,True
10001,"Paint car exteriors, interiors, and fixtures..",1,7132,Spray Painters and Varnishers,0.7624717354774475,0.7624717354774475,7132,0.08379346132278442,True
10002,Repair car upholstery..,1,7534,Upholsterers and Related Workers,0.7433614134788513,0.7433614134788513,7534,0.06050771474838257,True
10003,"Repair window sash frames, attach weather stripping and channels to frames, and replace window glass, using hand tools..",1,9622,Odd Job Persons,0.7074679136276245,0.7074679136276245,9622,0.03840982913970947,True
10004,Examine or test operation of parts or systems to ensure completeness of repairs..,1,7231,Motor Vehicle Mechanics and Repairers,0.7955353260040283,0.7955353260040283,7231,0.02112293243408203,True
10005,"Repair plumbing and propane gas lines, using caulking compounds and plastic or copper pipe..",1,7126,Plumbers and Pipe Fitters,0.6724329590797424,0.6724329590797424,7126,0.023622453212738037,True
10006,"Inspect recreational vehicles to diagnose problems and perform necessary adjustment, repair, or overhaul..",1,7231,Motor Vehicle Mechanics and Repairers,0.7203376889228821,0.7203376889228821,7231,0.02924579381942749,True
10007,"Locate and repair frayed wiring, broken connections, or incorrect wiring, using ohmmeters, soldering irons, tape, and hand tools..",1,7412,Electrical Mechanics and Fitters,0.6122517585754395,0.6122517585754395,7412,0.024596869945526123,True
10008,"Confer with customers, read work orders, or examine vehicles needing repair to determine the nature and extent of damage..",1,7231,Motor Vehicle Mechanics and Repairers,0.7266936302185059,0.7266936302185059,7231,0.03681182861328125,True
10009,"List parts needed, estimate costs, and plan work procedures, using parts lists, technical manuals, and diagrams..",1,3115,Mechanical Engineering Technicians,0.7601545453071594,0.7601545453071594,3115,0.049473583698272705,True
1001,Prepare and follow budgets for personnel operations..,1,1212,Human Resource Managers,0.7859524488449097,0.7859524488449097,1212,0.05524635314941406,True
10010,Connect electrical systems to outside power sources and activate switches to test the operation of appliances and light fixtures..,1,7412,Electrical Mechanics and Fitters,0.7517996430397034,0.7517996430397034,7412,0.006742537021636963,True
10011,Connect water hoses to inlet pipes of plumbing systems and test operation of toilets and sinks..,1,7126,Plumbers and Pipe Fitters,0.781113862991333,0.781113862991333,7126,0.09942090511322021,True
10012,Remove damaged exterior panels and repair and replace structural frame members..,1,9622,Odd Job Persons,0.6461213827133179,0.6461213827133179,9622,0.030693471431732178,True
10013,"Open and close doors, windows, and drawers to test their operation, trimming edges to fit as necessary..",1,3115,Mechanical Engineering Technicians,0.5794835686683655,0.5794835686683655,3115,0.0019279122352600098,True
10014,"Repair leaks with caulking compound, or replace pipes, using pipe wrenches..",1,7126,Plumbers and Pipe Fitters,0.5937309265136719,0.5937309265136719,7126,0.038218796253204346,True
10015,"Refinish wood surfaces on cabinets, doors, moldings, and floors, using power sanders, putty, spray equipment, brushes, paints, or varnishes..",1,7132,Spray Painters and Varnishers,0.7172679305076599,0.7172679305076599,7132,0.03274857997894287,True
