task_id,task_text,candidate_rank,iscoGroup,isco_title,similarity,task_best_similarity,task_best_target,gap_1_2,is_best
1,Resolve customer complaints regarding sales and service..,1,1221,Sales and Marketing Managers,0.9375759959220886,0.9375759959220886,1221,0.014182209968566895,True
10,Represent company at trade association meetings to promote products..,1,1221,Sales and Marketing Managers,0.9474841356277466,0.9474841356277466,1221,0.015370666980743408,True
100,Coordinate recruitment and placement of training program participants..,1,2424,Training and Staff Development Professionals,0.9504627585411072,0.9504627585411072,2424,0.02064722776412964,True
1000,Prepare personnel forecast to project employment needs..,1,1212,Human Resource Managers,0.9412932991981506,0.9412932991981506,1212,0.023838698863983154,True
10000,"Examine car roofs for wear and damage, and repair defective sections, using roofing material, cement, nails, and waterproof paint..",1,7231,Motor Vehicle Mechanics and Repairers,0.9199073910713196,0.9199073910713196,7231,0.008798658847808838,True
10001,"Paint car exteriors, interiors, and fixtures..",1,7231,Motor Vehicle Mechanics and Repairers,0.9171643257141113,0.9171643257141113,7231,0.0110664963722229,True
10002,Repair car upholstery..,1,7231,Motor Vehicle Mechanics and Repairers,0.9104210138320923,0.9104210138320923,7231,0.008189141750335693,True
10003,"Repair window sash frames, attach weather stripping and channels to frames, and replace window glass, using hand tools..",1,7231,Motor Vehicle Mechanics and Repairers,0.9172041416168213,0.9172041416168213,7231,1.6391277313232422e-05,True
10004,Examine or test operation of parts or systems to ensure completeness of repairs..,1,7231,Motor Vehicle Mechanics and Repairers,0.9424702525138855,0.9424702525138855,7231,0.012357890605926514,True
10005,"Repair plumbing or propane gas lines, using caulking compounds and plastic or copper pipe..",1,7231,Motor Vehicle Mechanics and Repairers,0.9237201809883118,0.9237201809883118,7231,0.004954636096954346,True
10006,"Inspect recreational vehicles to diagnose problems and perform necessary adjustment, repair, or overhaul..",1,7231,Motor Vehicle Mechanics and Repairers,0.9198613166809082,0.9198613166809082,7231,0.0161440372467041,True
10007,"Locate and repair frayed wiring, broken connections, or incorrect wiring, using ohmmeters, soldering irons, tape, or hand tools..",1,7231,Motor Vehicle Mechanics and Repairers,0.9297158122062683,0.9297158122062683,7231,0.004087090492248535,True
10008,"Confer with customers, read work orders, or examine vehicles needing repair to determine the nature and extent of damage..",1,7231,Motor Vehicle Mechanics and Repairers,0.9347349405288696,0.9347349405288696,7231,0.011694908142089844,True
10009,"List parts needed, estimate costs, and plan work procedures, using parts lists, technical manuals, or diagrams..",1,7231,Motor Vehicle Mechanics and Repairers,0.9352652430534363,0.9352652430534363,7231,0.010417580604553223,True
1001,Prepare and follow budgets for personnel operations..,1,1212,Human Resource Managers,0.9489631056785583,0.9489631056785583,1212,0.02502375841140747,True
10010,"Connect electrical systems to outside power sources, and activate switches to test the operation of appliances or light fixtures..",1,7231,Motor Vehicle Mechanics and Repairers,0.9288480877876282,0.9288480877876282,7231,0.0003269314765930176,True
10011,"Connect water hoses to inlet pipes of plumbing systems, and test operation of toilets or sinks..",1,7231,Motor Vehicle Mechanics and Repairers,0.9242972731590271,0.9242972731590271,7231,0.0008112788200378418,True
10012,"Remove damaged exterior panels, and repair and replace structural frame members..",1,7231,Motor Vehicle Mechanics and Repairers,0.9322947263717651,0.9322947263717651,7231,0.012521028518676758,True
10013,"Open and close doors, windows, or drawers to test their operation, trimming edges to fit, as necessary..",1,7231,Motor Vehicle Mechanics and Repairers,0.9327401518821716,0.9327401518821716,7231,0.0068528056144714355,True
10014,"Repair leaks with caulking compound or replace pipes, using pipe wrenches..",1,7231,Motor Vehicle Mechanics and Repairers,0.9260748624801636,0.9260748624801636,7231,0.006602644920349121,True
10015,"Refinish wood surfaces on cabinets, doors, moldings, or floors, using power sanders, putty, spray equipment, brushes, paints, or varnishes..",1,7231,Motor Vehicle Mechanics and Repairers,0.9230613708496094,0.9230613708496094,7231,0.0022391080856323242,True
10016,"Reset hardware, using chisels, mallets, and screwdrivers..",1,7231,Motor Vehicle Mechanics and Repairers,0.9288445115089417,0.9288445115089417,7231,0.010904490947723389,True
10017,"Seal open sides of modular units to prepare them for shipment, using polyethylene sheets, nails, and hammers..",1,7231,Motor Vehicle Mechanics and Repairers,0.9281818866729736,0.9281818866729736,7231,0.003856837749481201,True
10018,"Inspect or test wiring installations, assemblies, or circuits for resistance factors or for operation, and record results..",1,8212,Electrical and Electronic Equipment Assemblers,0.9677115678787231,0.9677115678787231,8212,0.021273553371429443,True
