task_id,task_text,candidate_rank,iscoGroup,isco_title,similarity,task_best_similarity,task_best_target,gap_1_2,is_best
0002e3a6f37de576,"Collect payment for merchandise, record transactions, and send items such as checks or money orders for further processing..",1,5230,Cashiers and Ticket Clerks,0.7026850581169128,0.7026850581169128,5230,0.0062209367752075195,True
0003e7247a30893b,"Position and secure steel bars, rods, cables, or mesh in concrete forms, using fasteners, rod-bending machines, blowtorches, and hand tools..",1,7214,Structural Metal Preparers and Erectors,0.6671942472457886,0.6671942472457886,7214,0.06333643198013306,True
0008175db546f40f,"Cleans or degreases parts, using wire brush, portable grinder, or chemical bath..",1,7212,Welders and Flame Cutters,0.7403393983840942,0.7403393983840942,7212,0.03199923038482666,True
000c962e3279ec5f,"Research equipment and component needs, sources, competitive prices, delivery times and ongoing operational costs..",1,3114,Electronics Engineering Technicians,0.800224781036377,0.800224781036377,3114,0.016713380813598633,True
000ced878685ef41,Provide background information on organizations with which interviews are scheduled..,1,3333,Employment agents and contractors,0.6362879276275635,0.6362879276275635,3333,0.045395851135253906,True
000f77f84bbca5ed,"Prescribe, direct, and administer psychotherapeutic treatments or medications to treat mental, emotional, or behavioral disorders..",1,2634,Psychologists,0.6415229439735413,0.6415229439735413,2634,0.048884689807891846,True
001002fde7dd04f8,Sharpens cutting tools on cutter grinder..,1,7316,"Sign Writers, Decorative Painters, Engravers and Etchers",0.5501700043678284,0.5501700043678284,7316,0.01719081401824951,True
0015d3fa042c3d6f,"Adjusts alignment, string spacing, and striking point of hammers of piano, using wrench, burner, shims, and bushings..",1,7312,Musical Instrument Makers and Tuners,0.787261426448822,0.787261426448822,7312,0.16762608289718628,True
0018346ef170ef37,Write grant proposals to procure external research funding..,1,2132,"Farming, Forestry and Fisheries Advisers",0.60221266746521,0.60221266746521,2132,0.030559539794921875,True
002246b58be3821d,"Store, retrieve, and manipulate data for analysis of system capabilities and requirements..",1,2152,Electronics Engineers,0.7191457152366638,0.7191457152366638,2152,0.03389495611190796,True
